=======================================================;;;;;;;;;;;;;;;;;;;;;
Image Data:;../shared/images/nature_tiny_ver_1.png;PNG;400x600;400x600+0+0;8-bit;sRGB;428379B;0.000u;0:00.000;;;;;;;;;;;;
-------------------------------------------------------;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Format;SRC_PATH;DEST_SIZE;RES_SIZE;ENC_TIME;DEC_TIME;DIFF_SIZE(%);QUALITY_PRESET;SSIM;PSNR;MSE;RMSE;UQI;ERGAS;SCC;RASE;SAM;VIFP;PSNRB;FSIM;SRE;
AVIF;./result/res_avif_1.avif;428379;78688;482;100;82;11;0.9452878389630444;33.38063851059067;29.854961111111113;5.463969354883967;0.9629542842757899;1.0648375219740729;0.6176656592767886;507.1225451145552;0.03211046512596428;0.6236696382897916;30.711953438402993;0.8250714907374448;62.93848392202221;
JPEG XL;./result/res_jxl_1.jxl;428379;43440;152;151;90;80;0.9044491890814667;30.067657274644365;64.01984722222223;8.00124035523382;0.9489965151490732;1.5608132269030943;0.5139937254147003;724.5707290312314;0.048358710181058945;0.4713898773170249;28.530843376012047;0.7682155739438111;61.086440624014685;
libjpeg Image Magick;./result/res_jpeg_1.jpg;428379;60837;67;113;86;80;0.9145527584467956;30.2621335316142;61.21629027777778;7.8240839896934755;0.9520432002545339;1.502492494124788;0.5458089980702111;735.7457042627913;0.04743084603180714;0.4913901430757767;28.57678935128037;0.7824236692341744;60.84919479523372;
WebP;./result/res_webp_1.webp;428379;53136;215;115;88;80;0.9270256682172632;31.434643536147284;46.73217638888889;6.8360936498038765;0.9582578234013314;1.3179313769755574;0.5607930736180354;648.0445131514107;0.041265365545720085;0.5196903528005872;29.600210322680248;0.7906074935831047;61.51641449705658;
FLIF;./result/res_flif_1.flif;428379;160435;1274;178;63;80;0.9875191117916678;40.98447483303773;5.1836166666666665;2.276755732762447;0.9924357045483854;0.4374772245625838;0.7453749758448148;229.60320101306172;0.013931152914749292;0.7810955368130852;40.45225361160312;0.8787053417511572;66.13408394808802;
BPG;./result/res_bpg_1.bpg;428379;119385;437;115;72;8;0.9743571833018173;37.98391090930868;10.344018055555555;3.2162117553972647;0.9894990275699506;0.6091564718476699;0.5769002931699199;308.4367721043983;0.019762133544570473;0.6684715543128471;37.979327041779015;0.8480380642541476;64.47150537431457;
